Straßennummer;Straßenname;Folge;Hausnr. (von);Zusatz zur Hausnr (von);Hausnr. (bis);Zusatz zur Hausnr (bis);Ortsbezirk;Stadtteil Name;Stadtbezirk;Stadtbezirksvorst;Schiedsleutebezirk;Sozialrathaus Name;Polizeirevier;Postleitzahl
;Am Hühnerberg;ungerade;1;;3;;;;;;;;;64750
;Am Rain;ungerade;1;;9;;;;;;;;;64750
;Angelhof;ungerade;1;;5;;;;;;;;;64750
;Angelhofstraße;ungerade;1;;51;;;;;;;;;64750
;Baierberg;ungerade;1;;1;;;;;;;;;64750
;Bergfeldstraße;ungerade;1;;7;;;;;;;;;64750
;Blütenstraße;ungerade;1;;13;;;;;;;;;64750
;Bogenstraße;ungerade;1;;31;;;;;;;;;64750
;Breitenbrunner Straße;ungerade;1;;1;;;;;;;;;64750
;Breubergstraße;ungerade;1;;17;;;;;;;;;64750
;Brunnenstraße;ungerade;1;;15;;;;;;;;;64750
;Brückenstraße;ungerade;1;;11;;;;;;;;;64750
;Eckertshofstraße;ungerade;1;;11;;;;;;;;;64750
;Eisenbacher Straße;ungerade;1;;7;;;;;;;;;64750
;Elsa-Brandström-Straße;ungerade;1;;7;;;;;;;;;64750
;Erbacher Straße;ungerade;1;;59;;;;;;;;;64750
;Eulbacher Straße;ungerade;1;;37;;;;;;;;;64750
;Finkenweg;ungerade;1;;5;;;;;;;;;64750
;Forsthausstraße;ungerade;1;;13;;;;;;;;;64750
;Forststraße;ungerade;1;;19;;;;;;;;;64750
;Friedrich-Seeger-Straße;ungerade;1;;31;;;;;;;;;64750
;Frühlingstraße;ungerade;1;;3;;;;;;;;;64750
;Furthstraße;ungerade;1;;37;;;;;;;;;64750
;Gartenstraße;ungerade;1;;5;;;;;;;;;64750
;Goethestraße;ungerade;1;;7;;;;;;;;;64750
;Goldbachstraße;ungerade;1;;15;;;;;;;;;64750
;Haingraben;ungerade;1;;5;;;;;;;;;64750
;Haingründer Straße;ungerade;1;;11;;;;;;;;;64750
;Hainstraße;ungerade;1;;11;;;;;;;;;64750
;Hardtstraße;ungerade;1;;33;;;;;;;;;64750
;Hauptstraße;ungerade;1;;97;;;;;;;;;64750
;Hengmantel;ungerade;1;;5;;;;;;;;;64750
;Hengmantelstraße;ungerade;1;;15;;;;;;;;;64750
;Höchster Straße;ungerade;1;;67;;;;;;;;;64750
;Im Sachsenhausen;ungerade;1;;19;;;;;;;;;64750
;In den Gärten;ungerade;1;;19;;;;;;;;;64750
;In der Delle;ungerade;1;;19;;;;;;;;;64750
;Jocksberg;ungerade;1;;33;;;;;;;;;64750
;Johann-Saul-Straße;ungerade;1;;7;;;;;;;;;64750
;Kirschberg;ungerade;1;;11;;;;;;;;;64750
;Klingenstraße;ungerade;1;;31;;;;;;;;;64750
;Kreuzstraße;ungerade;1;;21;;;;;;;;;64750
;Königer Weg;ungerade;1;;9;;;;;;;;;64750
;Lessingstraße;ungerade;1;;35;;;;;;;;;64750
;Lützelbacher Straße;ungerade;1;;11;;;;;;;;;64750
;Mainstraße;ungerade;1;;57;;;;;;;;;64750
;Maintalblick;ungerade;1;;29;;;;;;;;;64750
;Mühleiche;ungerade;1;;41;;;;;;;;;64750
;Mühlhäuser Straße;ungerade;1;;17;;;;;;;;;64750
;Mümlingstraße;ungerade;1;;27;;;;;;;;;64750
;Neffeberg;ungerade;1;;37;;;;;;;;;64750
;Nelkenstraße;ungerade;1;;19;;;;;;;;;64750
;Neustädter Straße;ungerade;1;;37;;;;;;;;;64750
;Obernburger Straße;ungerade;1;;37;;;;;;;;;64750
;Obrunnstraße;ungerade;1;;3;;;;;;;;;64750
;Odenwaldstraße;ungerade;1;;95;;;;;;;;;64750
;Pestalozzistraße;ungerade;1;;17;;;;;;;;;64750
;Philippsgasse;ungerade;1;;13;;;;;;;;;64750
;Pretlackstraße;ungerade;1;;31;;;;;;;;;64750
;Raibacher Straße;ungerade;1;;3;;;;;;;;;64750
;Rathausstraße;ungerade;1;;37;;;;;;;;;64750
;Rodensteinstraße;ungerade;1;;17;;;;;;;;;64750
;Rosenstraße;ungerade;1;;35;;;;;;;;;64750
;Rother Berg;ungerade;1;;21;;;;;;;;;64750
;Römergasse;ungerade;1;;23;;;;;;;;;64750
;Sandweg;ungerade;1;;1;;;;;;;;;64750
;Schillerstraße;ungerade;1;;53;;;;;;;;;64750
;Schulstraße;ungerade;1;;41;;;;;;;;;64750
;Schwannenweg;ungerade;1;;7;;;;;;;;;64750
;Seckmauerer Straße;ungerade;1;;43;;;;;;;;;64750
;Sonnenstraße;ungerade;1;;35;;;;;;;;;64750
;Spessartstraße;ungerade;1;;33;;;;;;;;;64750
;Steffersberg;ungerade;1;;1;;;;;;;;;64750
;Steinbachweg;ungerade;1;;11;;;;;;;;;64750
;Tulpenstraße;ungerade;1;;17;;;;;;;;;64750
;Waldhausstraße;ungerade;1;;15;;;;;;;;;64750
;Waldstraße;ungerade;1;;33;;;;;;;;;64750
;Weinbergstraße;ungerade;1;;23;;;;;;;;;64750
;Wiebelsbacher Straße;ungerade;1;;5;;;;;;;;;64750
;Wiesenweg;ungerade;1;;15;;;;;;;;;64750
;Wolfstraße;ungerade;1;;63;;;;;;;;;64750
;Wörther Straße;ungerade;1;;41;;;;;;;;;64750
;Zu den Nußbaumäckern;ungerade;1;;1;;;;;;;;;64750
;Zum Bildacker;ungerade;1;;7;;;;;;;;;64750
;Zum Damm;ungerade;1;;11;;;;;;;;;64750
;Zum Schlangengraben;ungerade;1;;11;;;;;;;;;64750
;Zur Quelle;ungerade;1;;31;;;;;;;;;64750
;Affhöllerbacher Straße;ungerade;1;;13;;;;;;;;;64753
;Ahlertweg;ungerade;1;;45;;;;;;;;;64753
;Am Berg;ungerade;1;;9;;;;;;;;;64753
;Am Bildstein;ungerade;1;;1;;;;;;;;;64753
;Am Bollberg;ungerade;1;;5;;;;;;;;;64753
;Am Buchengraben;ungerade;1;;3;;;;;;;;;64753
;Am Golfplatz;ungerade;1;;1;;;;;;;;;64753
;Am Kirchberg;ungerade;1;;5;;;;;;;;;64753
;Am Lipsenberg;ungerade;1;;7;;;;;;;;;64753
;Am Sandberg;ungerade;1;;1;;;;;;;;;64753
;Am Sonnenberg;ungerade;1;;27;;;;;;;;;64753
;Am Sportplatz;ungerade;1;;9;;;;;;;;;64753
;Am Steinbruch;ungerade;1;;3;;;;;;;;;64753
;Amselweg;ungerade;1;;31;;;;;;;;;64753
;An der Steinert;ungerade;1;;3;;;;;;;;;64753
;Auf der Herberg;ungerade;1;;27;;;;;;;;;64753
;Bad Königer Weg;ungerade;1;;11;;;;;;;;;64753
;Balsbach;ungerade;1;;13;;;;;;;;;64753
;Baumgartenweg;ungerade;1;;3;;;;;;;;;64753
;Bergstraße;ungerade;1;;5;;;;;;;;;64753
;Birkenweg;ungerade;1;;5;;;;;;;;;64753
;Birkerter Weg;ungerade;1;;5;;;;;;;;;64753
;Brensbacher Straße;ungerade;1;;7;;;;;;;;;64753
;Breuberger Straße;ungerade;1;;19;;;;;;;;;64753
;Burghof;ungerade;1;;7;;;;;;;;;64753
;Böckswiese;ungerade;1;;3;;;;;;;;;64753
;Dammweg;ungerade;1;;15;;;;;;;;;64753
;Die Seewiesen;ungerade;1;;15;;;;;;;;;64753
;Dorfstraße;ungerade;1;;31;;;;;;;;;64753
;Drosselweg;ungerade;1;;35;;;;;;;;;64753
;Eichelsweg;ungerade;1;;23;;;;;;;;;64753
;Finkenweg;ungerade;1;;29;;;;;;;;;64753
;Gartenstraße;ungerade;1;;21;;;;;;;;;64753
;Hochstraße;ungerade;1;;47;;;;;;;;;64753
;Hof Herrenberg;ungerade;1;;3;;;;;;;;;64753
;Hohlweg;ungerade;1;;1;;;;;;;;;64753
;Höhenstraße;ungerade;1;;71;;;;;;;;;64753
;Im Alten Garten;ungerade;1;;21;;;;;;;;;64753
;Im Büschel;ungerade;1;;1;;;;;;;;;64753
;Im Hägel;ungerade;1;;9;;;;;;;;;64753
;Jahnstraße;ungerade;1;;33;;;;;;;;;64753
;Johann-Adam-Groh-Straße;ungerade;1;;33;;;;;;;;;64753
;Kirchbrombacher Straße;ungerade;1;;31;;;;;;;;;64753
;Lupinenweg;ungerade;1;;1;;;;;;;;;64753
;Martin-Luther-Weg;ungerade;1;;13;;;;;;;;;64753
;Müllertsweg;ungerade;1;;5;;;;;;;;;64753
;Oberdörfer Straße;ungerade;1;;101;;;;;;;;;64753
;Obere Gasse;ungerade;1;;19;;;;;;;;;64753
;Oberer Gründelsweg;ungerade;1;;11;;;;;;;;;64753
;Pfälzer Straße;ungerade;1;;27;;;;;;;;;64753
;Rodweg;ungerade;1;;15;;;;;;;;;64753
;Schulstraße;ungerade;1;;37;;;;;;;;;64753
;Schwimmbadstraße;ungerade;1;;1;;;;;;;;;64753
;Steinertsweg;ungerade;1;;43;;;;;;;;;64753
;Waldstraße;ungerade;1;;5;;;;;;;;;64753
;Wallbacher Weg;ungerade;1;;1;;;;;;;;;64753
;Wilhelm-Adrian-Straße;ungerade;1;;25;;;;;;;;;64753
;Zeller Straße;ungerade;1;;189;;;;;;;;;64753
;Zum Felsen;ungerade;1;;3;;;;;;;;;64753
;Zum Langenstein;ungerade;1;;11;;;;;;;;;64753
;Almenweg;ungerade;1;;13;;;;;;;;;64756
;Alter Weg;ungerade;1;;21;;;;;;;;;64756
;Am Bach;ungerade;1;;1;;;;;;;;;64756
;Am Böhlacker;ungerade;1;;9;;;;;;;;;64756
;Am Helmsberg;ungerade;1;;7;;;;;;;;;64756
;Am Hertelsberg;ungerade;1;;5;;;;;;;;;64756
;Am Hopfengarten;ungerade;1;;1;;;;;;;;;64756
;Am Kirchberg;ungerade;1;;35;;;;;;;;;64756
;Am Kirchweg;ungerade;1;;1;;;;;;;;;64756
;Am Märzbrunnen;ungerade;1;;17;;;;;;;;;64756
;Am Rehholz;ungerade;1;;3;;;;;;;;;64756
;Am Vogelherd;ungerade;1;;1;;;;;;;;;64756
;An der Halle;ungerade;1;;7;;;;;;;;;64756
;Außerhalb;ungerade;1;;5;;;;;;;;;64756
;Eichenweg;ungerade;1;;1;;;;;;;;;64756
;Erbacher Straße;ungerade;1;;49;;;;;;;;;64756
;Fürther Straße;ungerade;1;;57;;;;;;;;;64756
;Grasellenbacher Weg;ungerade;1;;29;;;;;;;;;64756
;Güttersbacher Straße;ungerade;1;;55;;;;;;;;;64756
;Hardtstraße;ungerade;1;;19;;;;;;;;;64756
;Hauptstraße;ungerade;1;;121;;;;;;;;;64756
;Hiltersklinger Weg;ungerade;1;;37;;;;;;;;;64756
;Ihrigstraße;ungerade;1;;43;;;;;;;;;64756
;Im Städtel;ungerade;1;;1;;;;;;;;;64756
;In der Großen Harras;ungerade;1;;11;;;;;;;;;64756
;In der Kleinen Harras;ungerade;1;;65;;;;;;;;;64756
;In der Klinge;ungerade;1;;7;;;;;;;;;64756
;Lindelstraße;ungerade;1;;27;;;;;;;;;64756
;Molkereiweg;ungerade;1;;9;;;;;;;;;64756
;Mossauer Straße;ungerade;1;;17;;;;;;;;;64756
;Neudorf;ungerade;1;;37;;;;;;;;;64756
;Obere Siegfriedstraße;ungerade;1;;51;;;;;;;;;64756
;Ortsstraße;ungerade;1;;185;;;;;;;;;64756
;Siegfriedstraße;ungerade;1;;49;;;;;;;;;64756
;Sommerhelle;ungerade;1;;19;;;;;;;;;64756
;Untere Siegfriedstraße;ungerade;1;;23;;;;;;;;;64756
;Wiesenstraße;ungerade;1;;13;;;;;;;;;64756
;Adalbert-Stifter-Straße;ungerade;1;;29;;;;;;;;;64760
;Airlenbacher Straße;ungerade;1;;9;;;;;;;;;64760
;Alte Straße;ungerade;1;;51;;;;;;;;;64760
;Alter Weg;ungerade;1;;63;;;;;;;;;64760
;Am Finkenberg;ungerade;1;;15;;;Hinterbach;;;;;;64760
;Am Herrweg;ungerade;1;;5;;;;;;;;;64760
;Am Hof;ungerade;1;;1;;;;;;;;;64760
;Am Kastell;ungerade;1;;5;;;;;;;;;64760
;Am Röderwald;ungerade;1;;7;;;;;;;;;64760
;Am Schulwald;ungerade;1;;1;;;;;;;;;64760
;Am Sensberg;ungerade;1;;5;;;;;;;;;64760
;Am Sonnenhang;ungerade;1;;15;;;;;;;;;64760
;Am Spielplatz;ungerade;1;;1;;;;;;;;;64760
;Am Sportplatz;ungerade;1;;3;;;;;;;;;64760
;Am Tannenberg;ungerade;1;;1;;;;;;;;;64760
;Am Tunnel;ungerade;1;;3;;;;;;;;;64760
;Am Waldesrand;ungerade;1;;25;;;;;;;;;64760
;Am Wetterberg;ungerade;1;;3;;;Hinterbach;;;;;;64760
;Am Wolfsbuckel;ungerade;1;;41;;;;;;;;;64760
;Amselweg;ungerade;1;;17;;;;;;;;;64760
;An den Brunnenwiesen;ungerade;1;;7;;;;;;;;;64760
;An der Alten Buche;ungerade;1;;1;;;;;;;;;64760
;An der Gasse;ungerade;1;;21;;;;;;;;;64760
;An der Sensbach;ungerade;1;;1;;;;;;;;;64760
;Außerhalb Hesselbach;ungerade;1;;1;;;;;;;;;64760
;Bahnpfad;ungerade;1;;1;;;;;;;;;64760
;Bergmühlenweg;ungerade;1;;1;;;;;;;;;64760
;Bergstraße;ungerade;1;;59;;;;;;;;;64760
;Bergweg;ungerade;1;;7;;;;;;;;;64760
;Bergwiesenweg;ungerade;1;;7;;;;;;;;;64760
;Birkenhöhe;ungerade;1;;63;;;;;;;;;64760
;Birkenweg;ungerade;1;;15;;;Hinterbach;;;;;;64760
;Brunnengasse;ungerade;1;;17;;;;;;;;;64760
;Brunnenstraße;ungerade;1;;37;;;Finkenbach;;;;;;64760
;Brückenweg;ungerade;1;;5;;;;;;;;;64760
;Buckelweg;ungerade;1;;13;;;;;;;;;64760
;Bürgermeister-Müller-Straße;ungerade;1;;5;;;;;;;;;64760
;Eberbacher Straße;ungerade;1;;23;;;;;;;;;64760
;Eckbüschel;ungerade;1;;7;;;;;;;;;64760
;Ecksgasse;ungerade;1;;15;;;;;;;;;64760
;Eichenstraße;ungerade;1;;95;;;;;;;;;64760
;Falken-Gesäßer Straße;ungerade;1;;9;;;Finkenbach;;;;;;64760
;Falkenbergstraße;ungerade;1;;3;;;;;;;;;64760
;Feldstraße;ungerade;1;;25;;;;;;;;;64760
;Finkenbacher Straße;ungerade;1;;47;;;;;;;;;64760
;Finkenbacher Weg;ungerade;1;;17;;;;;;;;;64760
;Forststraße;ungerade;1;;7;;;Hinterbach;;;;;;64760
;Freiensteinstraße;ungerade;1;;13;;;;;;;;;64760
;Freiherr-vom-Stein-Straße;ungerade;1;;39;;;;;;;;;64760
;Friedhofstraße;ungerade;1;;5;;;;;;;;;64760
;Friedrichsdorf;ungerade;1;;1;;;;;;;;;64760
;Friedrichsdorfer Straße;ungerade;1;;7;;;;;;;;;64760
;Gaimühle;ungerade;1;;1;;;;;;;;;64760
;Gammelsbacher Weg;ungerade;1;;5;;;;;;;;;64760
;Gartenstraße;ungerade;1;;11;;;;;;;;;64760
;Geißgasse;ungerade;1;;29;;;;;;;;;64760
;Gewerbepark Odenwald;ungerade;1;;1;;;;;;;;;64760
;Goethestraße;ungerade;1;;17;;;;;;;;;64760
;Güttersbacher Weg;ungerade;1;;41;;;;;;;;;64760
;Hammerfeld;ungerade;1;;21;;;;;;;;;64760
;Hardtweg;ungerade;1;;41;;;;;;;;;64760
;Hasensprung;ungerade;1;;31;;;;;;;;;64760
;Hauptstraße;ungerade;1;;71;;;;;;;;;64760
;Hebstahler Straße;ungerade;1;;115;;;;;;;;;64760
;Helmsgrundstraße;ungerade;1;;7;;;;;;;;;64760
;Hessenecker Straße;ungerade;1;;3;;;;;;;;;64760
;Heugasse;ungerade;1;;27;;;;;;;;;64760
;Hindenburgstraße;ungerade;1;;11;;;;;;;;;64760
;Hirschhorner Straße;ungerade;1;;101;;;;;;;;;64760
;Hirschsprung;ungerade;1;;19;;;;;;;;;64760
;Hochstraße;ungerade;1;;53;;;;;;;;;64760
;Hofstraße;ungerade;1;;9;;;;;;;;;64760
;Hofwiese;ungerade;1;;17;;;;;;;;;64760
;Hohberg;ungerade;1;;5;;;;;;;;;64760
;Hohbergweg;ungerade;1;;5;;;;;;;;;64760
;Häfengasse;ungerade;1;;29;;;;;;;;;64760
;Höhenstraße;ungerade;1;;19;;;;;;;;;64760
;Im Breischengrund;ungerade;1;;13;;;Finkenbach;;;;;;64760
;Im Eck;ungerade;1;;21;;;;;;;;;64760
;Im Gässel;ungerade;1;;5;;;;;;;;;64760
;Im Himmelreich;ungerade;1;;11;;;;;;;;;64760
;Im Homerich;ungerade;1;;13;;;;;;;;;64760
;Im Lenzengrund;ungerade;1;;7;;;Finkenbach;;;;;;64760
;Im Scheibengrund;ungerade;1;;11;;;Finkenbach;;;;;;64760
;Im Schulzengrund;ungerade;1;;9;;;Finkenbach;;;;;;64760
;Im Wettergrund;ungerade;1;;29;;;Finkenbach;;;;;;64760
;Jahnstraße;ungerade;1;;29;;;;;;;;;64760
;Jockelweg;ungerade;1;;3;;;;;;;;;64760
;Karl-Hans-Strobl-Straße;ungerade;1;;21;;;;;;;;;64760
;Kirchweg;ungerade;1;;39;;;;;;;;;64760
;Kreuzweg;ungerade;1;;29;;;;;;;;;64760
;Krähberg;ungerade;1;;1;;;;;;;;;64760
;Kätchen-Paulus-Straße;ungerade;1;;19;;;;;;;;;64760
;Königsberger Straße;ungerade;1;;23;;;;;;;;;64760
;Landwehrstraße;ungerade;1;;29;;;;;;;;;64760
;Langeforststraße;ungerade;1;;5;;;;;;;;;64760
;Langer Grund;ungerade;1;;3;;;;;;;;;64760
;Liebigstraße;ungerade;1;;7;;;;;;;;;64760
;Liederbachweg;ungerade;1;;15;;;;;;;;;64760
;Limesstraße;ungerade;1;;31;;;;;;;;;64760
;Lindengasse;ungerade;1;;11;;;;;;;;;64760
;Marktplatz;ungerade;1;;7;;;;;;;;;64760
;Marktstraße;ungerade;1;;17;;;;;;;;;64760
;Martin-Luther-Straße;ungerade;1;;25;;;;;;;;;64760
;Metzkeil;ungerade;1;;5;;;;;;;;;64760
;Mittlerer Weg;ungerade;1;;27;;;;;;;;;64760
;Mühlstraße;ungerade;1;;7;;;;;;;;;64760
;Mühlweg;ungerade;1;;45;;;;;;;;;64760
;Mümlingtalstraße;ungerade;1;;95;;;;;;;;;64760
;Neckarstraße;ungerade;1;;39;;;;;;;;;64760
;Neckartalstraße;ungerade;1;;165;;;;;;;;;64760
;Neue Straße;ungerade;1;;1;;;;;;;;;64760
;Ober den Wiesen;ungerade;1;;5;;;;;;;;;64760
;Obere Ortsstraße;ungerade;1;;55;;;;;;;;;64760
;Obere Siegfriedstraße;ungerade;1;;61;;;;;;;;;64760
;Obere Talstraße;ungerade;1;;13;;;;;;;;;64760
;Oberer Bergweg;ungerade;1;;19;;;;;;;;;64760
;Oberer Erbsenbach;ungerade;1;;47;;;;;;;;;64760
;Odenwälder Landstraße;ungerade;1;;43;;;;;;;;;64760
;Olfener Straße;ungerade;1;;33;;;Hinterbach;;;;;;64760
;Poststraße;ungerade;1;;29;;;;;;;;;64760
;Postweg;ungerade;1;;41;;;;;;;;;64760
;Prof.-Braun-Straße;ungerade;1;;27;;;;;;;;;64760
;Quellenweg;ungerade;1;;11;;;;;;;;;64760
;Raubacher Straße;ungerade;1;;17;;;;;;;;;64760
;Reußenkreuz;ungerade;1;;13;;;;;;;;;64760
;Ringstraße;ungerade;1;;35;;;;;;;;;64760
;Rote Erde;ungerade;1;;1;;;;;;;;;64760
;Römerstraße;ungerade;1;;5;;;;;;;;;64760
;Sauersgrund;ungerade;1;;3;;;;;;;;;64760
;Schillerstraße;ungerade;1;;7;;;;;;;;;64760
;Schulstraße;ungerade;1;;17;;;;;;;;;64760
;Schweizersdelle;ungerade;1;;25;;;;;;;;;64760
;Schöllenbacher Weg;ungerade;1;;5;;;;;;;;;64760
;Seeweg;ungerade;1;;1;;;;;;;;;64760
;Seewiese;ungerade;1;;1;;;;;;;;;64760
;Sepps Weg;ungerade;1;;7;;;;;;;;;64760
;Siedlerweg;ungerade;1;;37;;;;;;;;;64760
;Siemensstraße;ungerade;1;;5;;;;;;;;;64760
;Sommerberg;ungerade;1;;19;;;;;;;;;64760
;Sonnenweg;ungerade;1;;3;;;;;;;;;64760
;Spälterwaldstraße;ungerade;1;;9;;;;;;;;;64760
;Steingrund;ungerade;1;;31;;;;;;;;;64760
;Steinweg;ungerade;1;;5;;;;;;;;;64760
;Sudetenstraße;ungerade;1;;9;;;;;;;;;64760
;Talblick;ungerade;1;;3;;;;;;;;;64760
;Turmstraße;ungerade;1;;79;;;;;;;;;64760
;Untere Ortsstraße;ungerade;1;;27;;;;;;;;;64760
;Untere Siegfriedstraße;ungerade;1;;11;;;;;;;;;64760
;Unterer Erbsenbach;ungerade;1;;13;;;;;;;;;64760
;Waldstraße;ungerade;1;;33;;;;;;;;;64760
;Weißenbörner Weg;ungerade;1;;1;;;;;;;;;64760
;Wetterbergstraße;ungerade;1;;43;;;Finkenbach;;;;;;64760
;Wiesenrain;ungerade;1;;7;;;;;;;;;64760
;Wiesenstraße;ungerade;1;;17;;;;;;;;;64760
;Wiesenweg;ungerade;1;;9;;;;;;;;;64760
;Winterhelle;ungerade;1;;5;;;;;;;;;64760
;Zum Bikepark;ungerade;1;;1;;;;;;;;;64760
;Zum Krähberg;ungerade;1;;57;;;;;;;;;64760
;Zum Reitweg;ungerade;1;;7;;;;;;;;;64760
;Zur Quelle;ungerade;1;;17;;;;;;;;;64760
;Am Bodenacker;ungerade;3;;21;;;;;;;;;64385
;Am Borngraben;ungerade;3;;9;;;;;;;;;64385
;Am Gänsberg;ungerade;3;;11;;;;;;;;;64385
;Am Hochgericht;ungerade;3;;3;;;;;;;;;64385
;Am Langacker;ungerade;3;;23;;;;;;;;;64385
;Bachgasse;ungerade;3;;7;;;;;;;;;64385
;Bahnhofstraße;ungerade;3;;15;;;;;;;;;64385
;Beerfurther Straße;ungerade;3;;81;;;;;;;;;64385
;Bismarckstraße;ungerade;3;;49;;;;;;;;;64385
;Brückenstraße;ungerade;3;;13;;;;;;;;;64385
;Burgstraße;ungerade;3;;17;;;;;;;;;64385
;Denkmalsweg;ungerade;3;;11;;;;;;;;;64385
;Die Alme;ungerade;3;;17;;;;;;;;;64385
;Formbachstraße;ungerade;3;;349;;;;;;;;;64385
;Gersprenztalstraße;ungerade;3;;59;;;;;;;;;64385
;Hardtweg;ungerade;3;;27;;;;;;;;;64385
;Hasenbuckelweg;ungerade;3;;5;;;;;;;;;64385
;Hirschwirtsstraße;ungerade;3;;7;;;;;;;;;64385
;Hochstraße;ungerade;3;;17;;;;;;;;;64385
;Höhenweg;ungerade;3;;23;;;;;;;;;64385
;Klingenweg;ungerade;3;;27;;;;;;;;;64385
;Krautweg;ungerade;3;;35;;;;;;;;;64385
;Königsbrunnenstraße;ungerade;3;;7;;;;;;;;;64385
;Lindenfelser Straße;ungerade;3;;17;;;;;;;;;64385
;Mühlgasse;ungerade;3;;15;;;;;;;;;64385
;Ostertalstraße;ungerade;3;;59;;;;;;;;;64385
;Rodensteiner Straße;ungerade;3;;35;;;;;;;;;64385
;Roseneck;ungerade;3;;17;;;;;;;;;64385
;Schillerstraße;ungerade;3;;21;;;;;;;;;64385
;Am Grenzgraben;ungerade;3;;3;;;Nieder-Kainsbach;;;;;;64395
;Am Oberwald;ungerade;3;;21;;;;;;;;;64395
;Andreas-Bock-Straße;ungerade;3;;3;;;;;;;;;64395
;Auf der Beine;ungerade;3;;35;;;;;;;;;64395
;Außerhalb;ungerade;3;;7;;;;;;;;;64395
;Backhausstraße;ungerade;3;;33;;;;;;;;;64395
;Brensbacher Straße;ungerade;3;;45;;;;;;;;;64395
;Eiergasse;ungerade;3;;9;;;;;;;;;64395
;Heinrichstraße;ungerade;3;;17;;;Affhöllerbach;;;;;;64395
;Hintergasse;ungerade;3;;17;;;;;;;;;64395
;Karl-Maser-Straße;ungerade;3;;17;;;;;;;;;64395
;Kilsbach;ungerade;3;;5;;;;;;;;;64395
;Kilsbacher Straße;ungerade;3;;19;;;Affhöllerbach;;;;;;64395
;Kirchstraße;ungerade;3;;15;;;;;;;;;64395
;Römerpfad;ungerade;3;;3;;;;;;;;;64395
;Schnellertsberg;ungerade;3;;51;;;;;;;;;64395
;Schulstraße;ungerade;3;;21;;;;;;;;;64395
;Sudetenstraße;ungerade;3;;19;;;;;;;;;64395
;Tannenweg;ungerade;3;;5;;;;;;;;;64395
;Darmstädter Straße;ungerade;3;;67;;;;;;;;;64407
;Elisabethenstraße;ungerade;3;;11;;;;;;;;;64407
;Jahnstraße;ungerade;3;;19;;;;;;;;;64407
;Klostergasse;ungerade;3;;7;;;;;;;;;64407
;Sandweg;ungerade;3;;11;;;;;;;;;64407
;Saroltastraße;ungerade;3;;45;;;;;;;;;64407
;Scheffelstraße;ungerade;3;;31;;;;;;;;;64407
;Schleiersbacher Straße;ungerade;3;;63;;;;;;;;;64407
;Albert-Schweitzer-Straße;ungerade;3;;33;;;;;;;;;64711
;Am Berg;ungerade;3;;27;;;;;;;;;64711
;Am Hang;ungerade;3;;5;;;;;;;;;64711
;Am Klippelberg;ungerade;3;;17;;;;;;;;;64711
;Am Mümlingbogen;ungerade;3;;5;;;;;;;;;64711
;Am Roßbächlein;ungerade;3;;21;;;;;;;;;64711
;Am Stutz;ungerade;3;;7;;;;;;;;;64711
;Anne-Frank-Straße;ungerade;3;;15;;;;;;;;;64711
;Auf der Höhe;ungerade;3;;9;;;;;;;;;64711
;Baumgärten;ungerade;3;;21;;;;;;;;;64711
;Birkenweg;ungerade;3;;3;;;;;;;;;64711
;Breslauer Straße;ungerade;3;;5;;;;;;;;;64711
;Bullauer Bild;ungerade;3;;3;;;;;;;;;64711
;Bürgermeister-Dengler-Straße;ungerade;3;;51;;;;;;;;;64711
;Bürgermeister-Volk-Straße;ungerade;3;;9;;;;;;;;;64711
;Carl-Kern-Weg;ungerade;3;;3;;;;;;;;;64711
;Dellenweg;ungerade;3;;3;;;;;;;;;64711
;Eichenweg;ungerade;3;;33;;;;;;;;;64711
;Erdbachweg;ungerade;3;;9;;;;;;;;;64711
;Franz-Marc-Weg;ungerade;3;;3;;;;;;;;;64711
;Gebrüder-Grimm-Straße;ungerade;3;;3;;;;;;;;;64711
;Geißbergweg;ungerade;3;;27;;;;;;;;;64711
;Goethestraße;ungerade;3;;11;;;;;;;;;64711
;Greta-Bickelhaupt-Weg;ungerade;3;;9;;;;;;;;;64711
;Hauptstraße;ungerade;3;;61;;;;;;;;;64711
;Heinrich-Heine-Straße;ungerade;3;;33;;;;;;;;;64711
;Hellegasse;ungerade;3;;5;;;;;;;;;64711
;Hofweg;ungerade;3;;7;;;;;;;;;64711
;Hohlgarten;ungerade;3;;3;;;;;;;;;64711
;Hohlweg;ungerade;3;;5;;;;;;;;;64711
;Im Dorf;ungerade;3;;25;;;;;;;;;64711
;In den Brunnenäckern;ungerade;3;;5;;;;;;;;;64711
;In der Sommerhelle;ungerade;3;;15;;;;;;;;;64711
;Kreuzweg;ungerade;3;;69;;;;;;;;;64711
;Königsberger Straße;ungerade;3;;13;;;;;;;;;64711
;Leibnizstraße;ungerade;3;;21;;;;;;;;;64711
;Lessingstraße;ungerade;3;;3;;;;;;;;;64711
;Liebermannstraße;ungerade;3;;11;;;;;;;;;64711
;Marbach;ungerade;3;;3;;;;;;;;;64711
;Martin-Luther-Straße;ungerade;3;;81;;;;;;;;;64711
;Mossauer Straße;ungerade;3;;13;;;;;;;;;64711
;Mozartstraße;ungerade;3;;21;;;;;;;;;64711
;Mümlingweg;ungerade;3;;15;;;;;;;;;64711
;Neckarstraße;ungerade;3;;157;;;;;;;;;64711
;Nees-von-Esenbeck-Straße;ungerade;3;;11;;;;;;;;;64711
