Straßennummer;Straßenname;Folge;Hausnr. (von);Zusatz zur Hausnr (von);Hausnr. (bis);Zusatz zur Hausnr (bis);Ortsbezirk;Stadtteil Name;Stadtbezirk;Stadtbezirksvorst;Schiedsleutebezirk;Sozialrathaus Name;Polizeirevier;Postleitzahl
;Alter Postweg;ungerade;1;;25;;;;;;;;;64385
;Alter Weg;ungerade;1;;49;;;;;;;;;64385
;Am Berg;ungerade;1;;11;;;;;;;;;64385
;Am Eichelberg;ungerade;1;;19;;;;;;;;;64385
;Am Flutgraben;ungerade;1;;7;;;;;;;;;64385
;Am Fuchsstein;ungerade;1;;1;;;;;;;;;64385
;Am Großen Stein;ungerade;1;;31;;;;;;;;;64385
;Am Lackenberg;ungerade;1;;3;;;;;;;;;64385
;Am Morsberg;ungerade;1;;27;;;;;;;;;64385
;Am Pfeifferssteg;ungerade;1;;5;;;;;;;;;64385
;Am Schafacker;ungerade;1;;27;;;;;;;;;64385
;Am Schloßberg;ungerade;1;;3;;;;;;;;;64385
;Am Schnellerts;ungerade;1;;5;;;;;;;;;64385
;Am Sonnenberg;ungerade;1;;29;;;;;;;;;64385
;Am Sägewerk;ungerade;1;;1;;;;;;;;;64385
;Am Tannenberg;ungerade;1;;9;;;;;;;;;64385
;Am Viertelsberg;ungerade;1;;7;;;;;;;;;64385
;Amselweg;ungerade;1;;27;;;;;;;;;64385
;An der Beine;ungerade;1;;7;;;;;;;;;64385
;An der Ruh;ungerade;1;;7;;;;;;;;;64385
;Außenliegend;ungerade;1;;1;;;;;;;;;64385
;Außerhalb;ungerade;1;;3;;;;;;;;;64385
;Birkenhag;ungerade;1;;43;;;;;;;;;64385
;Blauer Weg;ungerade;1;;3;;;;;;;;;64385
;Blütenstraße;ungerade;1;;11;;;;;;;;;64385
;Brunnenstraße;ungerade;1;;1;;;;;;;;;64385
;Brühlstraße;ungerade;1;;17;;;;;;;;;64385
;Buchenstraße;ungerade;1;;15;;;;;;;;;64385
;Burgviertel;ungerade;1;;21;;;;;;;;;64385
;Crumbacher Straße;ungerade;1;;25;;;;;;;;;64385
;Dachsbergweg;ungerade;1;;1;;;;;;;;;64385
;Darmstädter Straße;ungerade;1;;45;;;;;;;;;64385
;Dorfweg;ungerade;1;;15;;;;;;;;;64385
;Eberbach;ungerade;1;;9;;;;;;;;;64385
;Eberbacher Weg;ungerade;1;;37;;;;;;;;;64385
;Eichendorffstraße;ungerade;1;;17;;;;;;;;;64385
;Erzbacher Weg;ungerade;1;;37;;;;;;;;;64385
;Finkenweg;ungerade;1;;7;;;;;;;;;64385
;Freiheitsstraße;ungerade;1;;33;;;;;;;;;64385
;Frohnhofen;ungerade;1;;5;;;;;;;;;64385
;Gartenstraße;ungerade;1;;43;;;;;;;;;64385
;Georg-Anthes-Straße;ungerade;1;;3;;;;;;;;;64385
;Goethestraße;ungerade;1;;53;;;;;;;;;64385
;Gräbenweg;ungerade;1;;3;;;;;;;;;64385
;Guldenstraße;ungerade;1;;25;;;;;;;;;64385
;Gumpener Straße;ungerade;1;;63;;;;;;;;;64385
;Gutleutstraße;ungerade;1;;7;;;;;;;;;64385
;Heidelberger Straße;ungerade;1;;101;;;;;;;;;64385
;Heinrichstraße;ungerade;1;;7;;;;;;;;;64385
;Helene-Göttmann-Straße;ungerade;1;;17;;;;;;;;;64385
;Hembacher Weg;ungerade;1;;9;;;;;;;;;64385
;Hermann-Löns-Straße;ungerade;1;;7;;;;;;;;;64385
;Hofweg;ungerade;1;;17;;;;;;;;;64385
;Hohlweg;ungerade;1;;3;;;;;;;;;64385
;Hutzwiese;ungerade;1;;15;;;;;;;;;64385
;Hönigeweg;ungerade;1;;3;;;;;;;;;64385
;Hügelstraße;ungerade;1;;3;;;;;;;;;64385
;Im Gesäß;ungerade;1;;1;;;;;;;;;64385
;Im Tiergarten;ungerade;1;;1;;;;;;;;;64385
;Im Unterdorf;ungerade;1;;45;;;;;;;;;64385
;In der Aue;ungerade;1;;29;;;;;;;;;64385
;In der Fürthwiese;ungerade;1;;15;;;;;;;;;64385
;Jahnstraße;ungerade;1;;23;;;;;;;;;64385
;Kirchstraße;ungerade;1;;41;;;;;;;;;64385
;Konrad-Adenauer-Allee;ungerade;1;;5;;;;;;;;;64385
;Korngasse;ungerade;1;;13;;;;;;;;;64385
;Langlosenweg;ungerade;1;;15;;;;;;;;;64385
;Laudenauer Straße;ungerade;1;;49;;;;;;;;;64385
;Lindenfelser Weg;ungerade;1;;21;;;;;;;;;64385
;Marktplatz;ungerade;1;;15;;;;;;;;;64385
;Mergbachstraße;ungerade;1;;81;;;;;;;;;64385
;Michelbacher Straße;ungerade;1;;27;;;;;;;;;64385
;Michelstädter Straße;ungerade;1;;5;;;;;;;;;64385
;Mossauer Weg;ungerade;1;;7;;;;;;;;;64385
;Mühlstraße;ungerade;1;;11;;;;;;;;;64385
;Nibelungenstraße;ungerade;1;;21;;;;;;;;;64385
;Panoramastraße;ungerade;1;;19;;;;;;;;;64385
;Pfalzstraße;ungerade;1;;67;;;;;;;;;64385
;Quellenstraße;ungerade;1;;9;;;;;;;;;64385
;Rathausplatz;ungerade;1;;7;;;;;;;;;64385
;Reichelsheimer Weg;ungerade;1;;37;;;;;;;;;64385
;Rohrbacher Straße;ungerade;1;;21;;;;;;;;;64385
;Sandweg;ungerade;1;;25;;;;;;;;;64385
;Scheffelstraße;ungerade;1;;15;;;;;;;;;64385
;Schlossblick;ungerade;1;;25;;;;;;;;;64385
;Schulstraße;ungerade;1;;15;;;;;;;;;64385
;Schwestergasse;ungerade;1;;11;;;;;;;;;64385
;Schwimmbadstraße;ungerade;1;;31;;;;;;;;;64385
;Siegfriedstraße;ungerade;1;;33;;;;;;;;;64385
;Steinstraße;ungerade;1;;13;;;;;;;;;64385
;Stickelbergweg;ungerade;1;;3;;;;;;;;;64385
;Sudetenstraße;ungerade;1;;105;;;;;;;;;64385
;Uhlandstraße;ungerade;1;;3;;;;;;;;;64385
;Wiesenstraße;ungerade;1;;9;;;;;;;;;64385
;Wünschbacher Straße;ungerade;1;;15;;;;;;;;;64385
;Ziegelhüttenstraße;ungerade;1;;11;;;;;;;;;64385
;Zu den Windhöfen;ungerade;1;;11;;;;;;;;;64385
;Affhöllerbacher Straße;ungerade;1;;31;;;Nieder-Kainsbach;;;;;;64395
;Am Alten Bahnhof;ungerade;1;;51;;;;;;;;;64395
;Am Haufensteinberg;ungerade;1;;59;;;;;;;;;64395
;Am Huthweg;ungerade;1;;9;;;;;;;;;64395
;Am Kirschberg;ungerade;1;;3;;;;;;;;;64395
;Am Klinger Weg;ungerade;1;;3;;;;;;;;;64395
;Am Klärwerk;ungerade;1;;1;;;;;;;;;64395
;Am Kreuz;ungerade;1;;11;;;;;;;;;64395
;Am Mühlberg;ungerade;1;;9;;;Affhöllerbach;;;;;;64395
;Am Pfaffengraben;ungerade;1;;11;;;;;;;;;64395
;Am Pfarracker;ungerade;1;;33;;;;;;;;;64395
;Am Reechberg;ungerade;1;;17;;;;;;;;;64395
;Am Sportplatz;ungerade;1;;29;;;;;;;;;64395
;Am Steinerts;ungerade;1;;9;;;;;;;;;64395
;Am Talweg;ungerade;1;;17;;;;;;;;;64395
;Am Wendehammer;ungerade;1;;3;;;Nieder-Kainsbach;;;;;;64395
;Amselweg;ungerade;1;;7;;;;;;;;;64395
;An der Galgeneiche;ungerade;1;;45;;;;;;;;;64395
;An der Hornsmühle;ungerade;1;;7;;;;;;;;;64395
;Auf der Höh;ungerade;1;;19;;;;;;;;;64395
;Bachgasse;ungerade;1;;19;;;Nieder-Kainsbach;;;;;;64395
;Bahnhofstraße;ungerade;1;;81;;;;;;;;;64395
;Bergweg;ungerade;1;;5;;;;;;;;;64395
;Berndsgasse;ungerade;1;;3;;;;;;;;;64395
;Borngasse;ungerade;1;;1;;;Nieder-Kainsbach;;;;;;64395
;Buchenweg;ungerade;1;;15;;;;;;;;;64395
;Böllsteiner Straße;ungerade;1;;7;;;Affhöllerbach;;;;;;64395
;Darmstädter Straße;ungerade;1;;65;;;;;;;;;64395
;Eichenweg;ungerade;1;;11;;;;;;;;;64395
;Eichwäldchenweg;ungerade;1;;3;;;;;;;;;64395
;Erlenweg;ungerade;1;;9;;;;;;;;;64395
;Ezyer Straße;ungerade;1;;5;;;;;;;;;64395
;Fasanenweg;ungerade;1;;7;;;;;;;;;64395
;Finkenweg;ungerade;1;;13;;;;;;;;;64395
;Friedhofstraße;ungerade;1;;9;;;Nieder-Kainsbach;;;;;;64395
;Friedrich-Ebert-Straße;ungerade;1;;21;;;;;;;;;64395
;Gartenstraße;ungerade;1;;5;;;Nieder-Kainsbach;;;;;;64395
;Georg-Ackermann-Straße;ungerade;1;;1;;;Nieder-Kainsbach;;;;;;64395
;Goethestraße;ungerade;1;;1;;;Nieder-Kainsbach;;;;;;64395
;Grundweg;ungerade;1;;19;;;;;;;;;64395
;Hanse Lucke;ungerade;1;;17;;;;;;;;;64395
;Heidelberger Straße;ungerade;1;;91;;;;;;;;;64395
;Hippelsbach;ungerade;1;;15;;;;;;;;;64395
;Hochstraße;ungerade;1;;23;;;;;;;;;64395
;Hornsmühle;ungerade;1;;7;;;;;;;;;64395
;Hubertusstraße;ungerade;1;;15;;;;;;;;;64395
;Höchster Straße;ungerade;1;;29;;;;;;;;;64395
;Höhenweg;ungerade;1;;7;;;Affhöllerbach;;;;;;64395
;Im Birkerts;ungerade;1;;1;;;;;;;;;64395
;Im Frohngrund;ungerade;1;;9;;;;;;;;;64395
;Im Sellerts;ungerade;1;;39;;;;;;;;;64395
;Im Sommergrund;ungerade;1;;19;;;;;;;;;64395
;In der Hohl;ungerade;1;;23;;;;;;;;;64395
;In der Strieth;ungerade;1;;13;;;;;;;;;64395
;Jahnstraße;ungerade;1;;15;;;;;;;;;64395
;Karl-Neff-Straße;ungerade;1;;7;;;Nieder-Kainsbach;;;;;;64395
;Karl-Schäfer-Straße;ungerade;1;;23;;;;;;;;;64395
;Kirchbachstraße;ungerade;1;;23;;;;;;;;;64395
;Kreuzstraße;ungerade;1;;19;;;;;;;;;64395
;Krämergasse;ungerade;1;;1;;;Affhöllerbach;;;;;;64395
;Lerchenweg;ungerade;1;;3;;;;;;;;;64395
;Lindenstraße;ungerade;1;;13;;;Affhöllerbach;;;;;;64395
;Moorbachstraße;ungerade;1;;31;;;;;;;;;64395
;Mummenroth;ungerade;1;;9;;;;;;;;;64395
;Mühlweg;ungerade;1;;15;;;Nieder-Kainsbach;;;;;;64395
;Nonroder Straße;ungerade;1;;21;;;;;;;;;64395
;Odenwaldring;ungerade;1;;9;;;;;;;;;64395
;Ortsringweg;ungerade;1;;9;;;;;;;;;64395
;Pfarrberg;ungerade;1;;15;;;;;;;;;64395
;Ringstraße;ungerade;1;;27;;;;;;;;;64395
;Rodensteinstraße;ungerade;1;;11;;;;;;;;;64395
;Römerberg;ungerade;1;;31;;;;;;;;;64395
;Schafhof Außerhalb;ungerade;1;;1;;;;;;;;;64395
;Schafhofweg;ungerade;1;;21;;;;;;;;;64395
;Schlangenäcker;ungerade;1;;11;;;Nieder-Kainsbach;;;;;;64395
;Siedlungsweg;ungerade;1;;9;;;Nieder-Kainsbach;;;;;;64395
;Sonnenweg;ungerade;1;;3;;;;;;;;;64395
;Steinmauerstraße;ungerade;1;;3;;;Nieder-Kainsbach;;;;;;64395
;Waldschmiede;ungerade;1;;1;;;;;;;;;64395
;Waldstraße;ungerade;1;;91;;;;;;;;;64395
;Wersauer Straße;ungerade;1;;5;;;;;;;;;64395
;Wiesenhof;ungerade;1;;1;;;;;;;;;64395
;Wiesenstraße;ungerade;1;;3;;;;;;;;;64395
;Zeileichstraße;ungerade;1;;31;;;Nieder-Kainsbach;;;;;;64395
;Ziegelgasse;ungerade;1;;3;;;Nieder-Kainsbach;;;;;;64395
;Adalbert-Stifter-Straße;ungerade;1;;9;;;;;;;;;64407
;Allee;ungerade;1;;43;;;;;;;;;64407
;Am Hexenberg;ungerade;1;;57;;;;;;;;;64407
;Am Lohberg;ungerade;1;;7;;;;;;;;;64407
;Am Weinberg;ungerade;1;;3;;;;;;;;;64407
;Auf dem Zieglers;ungerade;1;;17;;;;;;;;;64407
;Auf der Beine;ungerade;1;;21;;;;;;;;;64407
;Bahnhofstraße;ungerade;1;;47;;;;;;;;;64407
;Berliner Straße;ungerade;1;;5;;;;;;;;;64407
;Bierbach;ungerade;1;;1;;;;;;;;;64407
;Brunhildstraße;ungerade;1;;25;;;;;;;;;64407
;Brunnenweg;ungerade;1;;11;;;;;;;;;64407
;Christiansweg;ungerade;1;;7;;;;;;;;;64407
;Eberbach;ungerade;1;;1;;;;;;;;;64407
;Eckgartenstraße;ungerade;1;;5;;;;;;;;;64407
;Eichendorffstraße;ungerade;1;;1;;;;;;;;;64407
;Erbacher Straße;ungerade;1;;53;;;;;;;;;64407
;Erlau;ungerade;1;;7;;;;;;;;;64407
;Friedhofstraße;ungerade;1;;43;;;;;;;;;64407
;Georg-Büchner-Straße;ungerade;1;;51;;;;;;;;;64407
;Goethestraße;ungerade;1;;9;;;;;;;;;64407
;Güttersbach;ungerade;1;;1;;;;;;;;;64407
;Hagenstraße;ungerade;1;;23;;;;;;;;;64407
;Heinrich-Heine-Weg;ungerade;1;;9;;;;;;;;;64407
;Holzwiese;ungerade;1;;1;;;;;;;;;64407
;Höllerheck;ungerade;1;;1;;;;;;;;;64407
;Hügelstraße;ungerade;1;;3;;;;;;;;;64407
;Industriestraße;ungerade;1;;19;;;;;;;;;64407
;Kriemhildstraße;ungerade;1;;3;;;;;;;;;64407
;Lessingstraße;ungerade;1;;41;;;;;;;;;64407
;Lichtenberger Straße;ungerade;1;;25;;;;;;;;;64407
;Meierei;ungerade;1;;1;;;;;;;;;64407
;Michelbach;ungerade;1;;11;;;;;;;;;64407
;Mozartstraße;ungerade;1;;9;;;;;;;;;64407
;Parkweg;ungerade;1;;9;;;;;;;;;64407
;Pretlackstraße;ungerade;1;;9;;;;;;;;;64407
;Raiffeisenstraße;ungerade;1;;15;;;;;;;;;64407
;Rodenstein;ungerade;1;;1;;;;;;;;;64407
;Rodensteiner Straße;ungerade;1;;73;;;;;;;;;64407
;Römersberg;ungerade;1;;27;;;;;;;;;64407
;Schafhofgasse;ungerade;1;;39;;;;;;;;;64407
;Schillerstraße;ungerade;1;;53;;;;;;;;;64407
;Schleiersbach;ungerade;1;;1;;;;;;;;;64407
;Schmahlmühle;ungerade;1;;1;;;;;;;;;64407
;Siedlerweg;ungerade;1;;31;;;;;;;;;64407
;Siegfriedstraße;ungerade;1;;11;;;;;;;;;64407
;Stegmühle;ungerade;1;;1;;;;;;;;;64407
;Waldfrieden;ungerade;1;;1;;;;;;;;;64407
;Wingertsberg;ungerade;1;;11;;;;;;;;;64407
;Wingertsgasse;ungerade;1;;9;;;;;;;;;64407
;Ahornstraße;ungerade;1;;7;;;;;;;;;64711
;Alexander-von-Humboldt-Straße;ungerade;1;;19;;;;;;;;;64711
;Alfred-Kehrer-Straße;ungerade;1;;1;;;;;;;;;64711
;Almendweg;ungerade;1;;15;;;;;;;;;64711
;Alte Poststraße;ungerade;1;;9;;;;;;;;;64711
;Alter Elsbacher Weg;ungerade;1;;19;;;;;;;;;64711
;Alter Weg;ungerade;1;;25;;;;;;;;;64711
;Am Badbrunnen;ungerade;1;;3;;;;;;;;;64711
;Am Brühl;ungerade;1;;49;;;;;;;;;64711
;Am Diebsberg;ungerade;1;;13;;;;;;;;;64711
;Am Drachenfeld;ungerade;1;;31;;;;;;;;;64711
;Am Krebsbach;ungerade;1;;51;;;;;;;;;64711
;Am Lettacker;ungerade;1;;11;;;;;;;;;64711
;Am Mühlberg;ungerade;1;;21;;;;;;;;;64711
;Am Neurott;ungerade;1;;15;;;;;;;;;64711
;Am Pfarrgarten;ungerade;1;;7;;;;;;;;;64711
;Am Reihberg;ungerade;1;;27;;;;;;;;;64711
;Am Scheuerberg;ungerade;1;;41;;;;;;;;;64711
;Am Schlehdorn;ungerade;1;;3;;;;;;;;;64711
;Am Schöllenberg;ungerade;1;;9;;;;;;;;;64711
;Am Sommergarten;ungerade;1;;11;;;;;;;;;64711
;Am Thoracker;ungerade;1;;21;;;;;;;;;64711
;Am Wiesengrund;ungerade;1;;11;;;;;;;;;64711
;Amselweg;ungerade;1;;21;;;;;;;;;64711
;An der Halbmauer;ungerade;1;;9;;;;;;;;;64711
;Anemonenweg;ungerade;1;;1;;;;;;;;;64711
;Aspenweg;ungerade;1;;13;;;;;;;;;64711
;Auf der Halle;ungerade;1;;35;;;;;;;;;64711
;Auf der Röder;ungerade;1;;31;;;;;;;;;64711
;Außerhalb Lauerbach;ungerade;1;;1;;;;;;;;;64711
;Außerhalb Schönnen;ungerade;1;;1;;;;;;;;;64711
;Bahnhofsplatz;ungerade;1;;1;;;;;;;;;64711
;Bahnstraße;ungerade;1;;43;;;;;;;;;64711
;Berliner Straße;ungerade;1;;19;;;;;;;;;64711
;Brudergrundweg;ungerade;1;;57;;;;;;;;;64711
;Brunnenhohl;ungerade;1;;1;;;;;;;;;64711
;Brückenstraße;ungerade;1;;31;;;;;;;;;64711
;Buchenweg;ungerade;1;;19;;;;;;;;;64711
;Bullauer Straße;ungerade;1;;89;;;;;;;;;64711
;Bürgermeister-Mohr-Straße;ungerade;1;;25;;;;;;;;;64711
;Carl-Benz-Straße;ungerade;1;;25;;;;;;;;;64711
;Carlo-Mierendorff-Straße;ungerade;1;;21;;;;;;;;;64711
;Cranachstraße;ungerade;1;;15;;;;;;;;;64711
;Damaschkestraße;ungerade;1;;41;;;;;;;;;64711
;Danziger Straße;ungerade;1;;31;;;;;;;;;64711
;Die Gasse;ungerade;1;;9;;;;;;;;;64711
;Dietrich-Bonhoeffer-Weg;ungerade;1;;17;;;;;;;;;64711
;Dresdener Straße;ungerade;1;;9;;;;;;;;;64711
;Dürerstraße;ungerade;1;;41;;;;;;;;;64711
;Eck;ungerade;1;;13;;;;;;;;;64711
;Eichendorffstraße;ungerade;1;;19;;;;;;;;;64711
;Elsbacher Weg;ungerade;1;;29;;;;;;;;;64711
;Erbacher Straße;ungerade;1;;31;;;;;;;;;64711
;Erbucher Weg;ungerade;1;;7;;;;;;;;;64711
;Eutergrundweg;ungerade;1;;33;;;;;;;;;64711
;Falkenweg;ungerade;1;;3;;;;;;;;;64711
;Finkenweg;ungerade;1;;1;;;;;;;;;64711
;Forsthausstraße;ungerade;1;;21;;;;;;;;;64711
;Fortunastraße;ungerade;1;;67;;;;;;;;;64711
;Friedhofstraße;ungerade;1;;93;;;;;;;;;64711
;Friedrich-Ebert-Straße;ungerade;1;;15;;;;;;;;;64711
;Gabelsbergerstraße;ungerade;1;;25;;;;;;;;;64711
;Gartenweg;ungerade;1;;17;;;;;;;;;64711
;Gelbe Heide;ungerade;1;;11;;;;;;;;;64711
;Gerhart-Hauptmann-Straße;ungerade;1;;23;;;;;;;;;64711
;Geschwister-Scholl-Straße;ungerade;1;;23;;;;;;;;;64711
;Gewerbepark Gräsig;ungerade;1;;75;;;;;;;;;64711
;Grünewaldstraße;ungerade;1;;3;;;;;;;;;64711
;Günterfürster Straße;ungerade;1;;3;;;;;;;;;64711
;Haisterbacher Straße;ungerade;1;;37;;;;;;;;;64711
;Hammer;ungerade;1;;1;;;;;;;;;64711
;Heinrich-List-Weg;ungerade;1;;13;;;;;;;;;64711
;Helmholtzstraße;ungerade;1;;9;;;;;;;;;64711
;Hohenbugstraße;ungerade;1;;37;;;;;;;;;64711
;Hohl;ungerade;1;;1;;;;;;;;;64711
;Holunderweg;ungerade;1;;27;;;;;;;;;64711
;Höhenweg;ungerade;1;;21;;;;;;;;;64711
;Im Herrenrott;ungerade;1;;19;;;;;;;;;64711
;Im Schelmenfeld;ungerade;1;;15;;;;;;;;;64711
;Immanuel-Kant-Straße;ungerade;1;;15;;;;;;;;;64711
;In den Bergen;ungerade;1;;29;;;;;;;;;64711
;In den Neuwiesen;ungerade;1;;3;;;;;;;;;64711
;In den Rosengärten;ungerade;1;;45;;;;;;;;;64711
;In den Steingärten;ungerade;1;;39;;;;;;;;;64711
;In der Katzenklinge;ungerade;1;;13;;;;;;;;;64711
;In der Klinge;ungerade;1;;5;;;;;;;;;64711
;In der Seife;ungerade;1;;3;;;;;;;;;64711
;Jahnstraße;ungerade;1;;33;;;;;;;;;64711
;Johann-Ehrhardt-Straße;ungerade;1;;17;;;;;;;;;64711
;Johann-Sebastian-Bach-Straße;ungerade;1;;43;;;;;;;;;64711
;Kirchweg;ungerade;1;;5;;;;;;;;;64711
;Kißlichweg;ungerade;1;;33;;;;;;;;;64711
;Kobigweg;ungerade;1;;19;;;;;;;;;64711
;Krähenberger Weg;ungerade;1;;23;;;;;;;;;64711
;Lindenstraße;ungerade;1;;13;;;;;;;;;64711
;Litzertweg;ungerade;1;;33;;;;;;;;;64711
;Lohbergweg;ungerade;1;;13;;;;;;;;;64711
;Marktplatz;ungerade;1;;15;;;;;;;;;64711
;Neue Lustgartenstraße;ungerade;1;;7;;;;;;;;;64711
;Oberer Erbacher Weg;ungerade;1;;7;;;;;;;;;64711
;Oberer Hellrain;ungerade;1;;17;;;;;;;;;64711
;Oppertsweg;ungerade;1;;19;;;;;;;;;64711
;Ostring;ungerade;1;;15;;;;;;;;;64711
;Otto-Heinrich-Engel-Weg;ungerade;1;;13;;;;;;;;;64711
;Pestalozzistraße;ungerade;1;;43;;;;;;;;;64711
;Pfarrgasse;ungerade;1;;13;;;;;;;;;64711
;Rubensstraße;ungerade;1;;21;;;;;;;;;64711
;Schillerstraße;ungerade;1;;27;;;;;;;;;64711
;Schmitt-Lynker-Straße;ungerade;1;;11;;;;;;;;;64711
;Schöneberger Weg;ungerade;1;;11;;;;;;;;;64711
;Schönnemer Straße;ungerade;1;;53;;;;;;;;;64711
;Siedlerweg;ungerade;1;;25;;;;;;;;;64711
;Siedlung Rolle;ungerade;1;;33;;;;;;;;;64711
;Sophienstraße;ungerade;1;;111;;;;;;;;;64711
;Spitzwegpfad;ungerade;1;;7;;;;;;;;;64711
;Sportplatzweg;ungerade;1;;13;;;;;;;;;64711
;Steinbruchweg;ungerade;1;;7;;;;;;;;;64711
;Sylvester-Stockh-Straße;ungerade;1;;33;;;;;;;;;64711
;Sägewerk;ungerade;1;;3;;;;;;;;;64711
;Telemannstraße;ungerade;1;;5;;;;;;;;;64711
;Unterdorf;ungerade;1;;27;;;;;;;;;64711
;Untere Seewiese;ungerade;1;;33;;;;;;;;;64711
;Unterer Erbacher Weg;ungerade;1;;17;;;;;;;;;64711
;Unterer Reihberg;ungerade;1;;9;;;;;;;;;64711
;Wilhelm-Leuschner-Straße;ungerade;1;;27;;;;;;;;;64711
;Zum Viadukt;ungerade;1;;53;;;;;;;;;64711
;Zur Hertelsmühle;ungerade;1;;1;;;;;;;;;64711
;Zur Mühlwiese;ungerade;1;;47;;;;;;;;;64711
;Zur Schönen Aussicht;ungerade;1;;11;;;;;;;;;64711
;Adolf-Friedrich-Pfreundt-Straße;ungerade;1;;27;;;;;;;;;64720
;Alfred-Maul-Straße;ungerade;1;;13;;;;;;;;;64720
;Alsfelder Straße;ungerade;1;;33;;;;;;;;;64720
;Alte Hohl;ungerade;1;;1;;;;;;;;;64720
;Am Alten Graben;ungerade;1;;7;;;;;;;;;64720
;Am Berg;ungerade;1;;21;;;;;;;;;64720
;Am Dalles;ungerade;1;;9;;;;;;;;;64720
;Am Donnersberg;ungerade;1;;31;;;;;;;;;64720
;Am Festplatz;ungerade;1;;11;;;;;;;;;64720
;Am Hermannsberg;ungerade;1;;5;;;;;;;;;64720
;Am Hermannstempel;ungerade;1;;3;;;;;;;;;64720
;Am Heuberg;ungerade;1;;19;;;;;;;;;64720
;Am Hohen Rain;ungerade;1;;13;;;;;;;;;64720
;Am Hollerbusch;ungerade;1;;45;;;;;;;;;64720
;Am Kalksteinbruch;ungerade;1;;5;;;;;;;;;64720
;Am Kirchenfeld;ungerade;1;;17;;;;;;;;;64720
;Am Kirchenplatz;ungerade;1;;7;;;;;;;;;64720
;Am Kisselberg;ungerade;1;;7;;;;;;;;;64720
;Am Kühberg;ungerade;1;;37;;;;;;;;;64720
;Am Rehtor;ungerade;1;;17;;;;;;;;;64720
;Am Roten Erz;ungerade;1;;7;;;;;;;;;64720
;Am Rotzenberg;ungerade;1;;15;;;;;;;;;64720
;Am Schafberg;ungerade;1;;21;;;;;;;;;64720
;Am Schelmengraben;ungerade;1;;13;;;;;;;;;64720
;Am Sonnenhang;ungerade;1;;9;;;;;;;;;64720
;Am Stadion;ungerade;1;;17;;;;;;;;;64720
;Am Weiher;ungerade;1;;15;;;;;;;;;64720
;Am Wiesental;ungerade;1;;171;;;;;;;;;64720
;Am Wäldchen;ungerade;1;;19;;;;;;;;;64720
;Amselweg;ungerade;1;;1;;;;;;;;;64720
;An den Hauswiesen;ungerade;1;;21;;;;;;;;;64720
;An der Basilika;ungerade;1;;11;;;;;;;;;64720
;An der Kalksteingrube;ungerade;1;;9;;;;;;;;;64720
;An der Leimenkaute;ungerade;1;;1;;;;;;;;;64720
;An der Marbach;ungerade;1;;37;;;;;;;;;64720
;An der Meisterei;ungerade;1;;9;;;;;;;;;64720
;An der Römerburg;ungerade;1;;9;;;;;;;;;64720
;An der Steinbach;ungerade;1;;31;;;;;;;;;64720
;Außenliegend Hubertus;ungerade;1;;1;;;;;;;;;64720
;Außerhalb Heuberger Hof;ungerade;1;;1;;;;;;;;;64720
;Außerhalb Ohrnbach;ungerade;1;;1;;;Ohrenbach;;;;;;64720
;Bachgasse;ungerade;1;;5;;;;;;;;;64720
;Bad Hersfelder Weg;ungerade;1;;5;;;;;;;;;64720
;Bahnhofstraße;ungerade;1;;47;;;;;;;;;64720
;Behringer Straße;ungerade;1;;7;;;;;;;;;64720
;Bensheimer Weg;ungerade;1;;5;;;;;;;;;64720
;Berliner Straße;ungerade;1;;23;;;;;;;;;64720
;Bgm.-Adam-Wöber-Straße;ungerade;1;;31;;;;;;;;;64720
;Birkenstraße;ungerade;1;;17;;;;;;;;;64720
;Braunstraße;ungerade;1;;25;;;;;;;;;64720
;Bremhof;ungerade;1;;15;;;;;;;;;64720
;Bremhofer Weg;ungerade;1;;23;;;;;;;;;64720
;Chemnitzer Straße;ungerade;1;;7;;;;;;;;;64720
;Dekan-Groh-Straße;ungerade;1;;5;;;;;;;;;64720
;Dorfstraße;ungerade;1;;139;;;;;;;;;64720
;Dr.-Albach-Straße;ungerade;1;;39;;;;;;;;;64720
;Dr.-Hans-Kudlich-Straße;ungerade;1;;11;;;;;;;;;64720
;Dr.-Kurt-Schumacher-Ring;ungerade;1;;31;;;;;;;;;64720
;Drosselweg;ungerade;1;;23;;;;;;;;;64720
;Eichenstraße;ungerade;1;;45;;;;;;;;;64720
;Einhardspforte;ungerade;1;;3;;;;;;;;;64720
;Eisenacher Straße;ungerade;1;;3;;;;;;;;;64720
;Elsterweg;ungerade;1;;5;;;;;;;;;64720
;Erbacher Straße;ungerade;1;;93;;;;;;;;;64720
;Erfurter Straße;ungerade;1;;3;;;;;;;;;64720
;Erlenweg;ungerade;1;;7;;;;;;;;;64720
;Eulbach-Jagdschloß;ungerade;1;;5;;;;;;;;;64720
;Eutergrund;ungerade;1;;1;;;;;;;;;64720
;Fabrikstraße;ungerade;1;;17;;;;;;;;;64720
;Fasanenweg;ungerade;1;;9;;;;;;;;;64720
;Feriendorf;ungerade;1;;99;;;;;;;;;64720
;Forsthaus Achtbuchen;ungerade;1;;1;;;;;;;;;64720
;Forsthaus Kohlgrube;ungerade;1;;1;;;;;;;;;64720
;Frankfurter Straße;ungerade;1;;45;;;;;;;;;64720
;Freiburgstraße;ungerade;1;;31;;;;;;;;;64720
;Friedberger Weg;ungerade;1;;9;;;;;;;;;64720
