Straßennummer;Straßenname;Folge;Hausnr. (von);Zusatz zur Hausnr (von);Hausnr. (bis);Zusatz zur Hausnr (bis);Ortsbezirk;Stadtteil Name;Stadtbezirk;Stadtbezirksvorst;Schiedsleutebezirk;Sozialrathaus Name;Polizeirevier;Postleitzahl
1090;Saarstraße;gerade;272;;282;;14;Biebrich;;;;;;65199
3267;Sachsenstraße;;;;;;25;Nordenstadt;;;;;;65205
1091;Sackgasse;;;;;;14;Biebrich;;;;;;65203
3337;Salbeiweg;;;;;;11;Sonnenberg;;;;;;65191
1092;Salierstraße;;;;;;3;Südost;;;;;;65189
657;Salizestraße;;;;;;14;Biebrich;;;;;;65203
5160;Salzburger Straße;;;;;;53;Mz-Kostheim;;;;;;55246
1095;Sandbachstraße;;;;;;12;Bierstadt;;;;;;65191
1096;Sandbornstraße;;;;;;16;Dotzheim;;;;;;65197
1516;Sandhasenweg;;;;;;22;Heßloch;;;;;;65207
1097;Sandweg;;;;;;11;Sonnenberg;;;;;;65191
5422;Sankt-Florian-Straße;;;;;;52;Mz-Kastel;;;;;;55252
1214;Sankt-Gallus-Straße;;;;;;24;Igstadt;;;;;;65207
1215;Sankt-Walbertus-Straße;;;;;;24;Igstadt;;;;;;65207
1098;Sartoriusstraße;;;;;;3;Südost;;;;;;65187
1099;Saturnstraße;;;;;;12;Bierstadt;;;;;;65191
1100;Sauerbruchstraße;;;;;;14;Biebrich;;;;;;65203
3050;Sauerlandstraße;;;;;;26;Delkenheim;;;;;;65205
3285;Sauerwiesweg;gerade;2;;2;B;14;Biebrich;;;;;;65187
3285;Sauerwiesweg;ungerade;3;;5;;14;Biebrich;;;;;;65187
3285;Sauerwiesweg;gerade;4;;14;;14;Biebrich;;;;;;65187
1102;Schachtstraße;;;;;;1;Mitte;;;;;;65183
1103;Schäfergasse;;;;;;21;Rambach;;;;;;65207
3051;Schäferweg;;;;;;31;Naurod;;;;;;65207
3052;Schallesbuchstraße;;;;;;33;Medenbach;;;;;;65207
1104;Schaperstraße;;;;;;2;Nordost;;;;;;65195
1105;Scharfensteiner Straße;;;;;;14;Biebrich;;;;;;65187
1106;Scharnhorststraße;;;;;;8;Westend, Bleichstraße;;;;;;65195
1107;Schau-ins-Land;;;;;;3;Südost;;;;;;65189
1108;Scheffelstraße;;;;;;3;Südost;;;;;;65187
3710;Schellenbergweg;;;;;;12;Bierstadt;;;;;;65191
1110;Schellingstraße;;;;;;11;Sonnenberg;;;;;;65191
1111;Schenkendorfstraße;;;;;;3;Südost;;;;;;65187
1112;Schiefersteinstraße;;;;;;16;Dotzheim;;;;;;65199
1114;Schiersteiner Straße;ungerade;1;;5;;1;Mitte;;;;;;65187
1114;Schiersteiner Straße;gerade;2;;12;;1;Mitte;;;;;;65187
1114;Schiersteiner Straße;ungerade;7;;43;;6;Rheingauviertel, Hollerborn;;;;;;65187
1114;Schiersteiner Straße;gerade;18;;48;;3;Südost;;;;;;65187
1114;Schiersteiner Straße;gerade;54;;80;A;3;Südost;;;;;;65187
1114;Schiersteiner Straße;ungerade;69;;77;;14;Biebrich;;;;;;65187
1114;Schiersteiner Straße;gerade;82;;96;;14;Biebrich;;;;;;65187
5161;Schiersteiner Straße /Ko;;;;;;53;Mz-Kostheim;;;;;;55246
1116;Schiffergasse;;;;;;27;Schierstein;;;;;;65201
1118;Schillerplatz;;;;;;1;Mitte;;;;;;65185
3056;Schillerstraße;;;;;;31;Naurod;;;;;;65207
1120;Schillingstraße;;;;;;2;Nordost;;;;;;65195
1121;Schillstraße;;;;;;14;Biebrich;;;;;;65187
1123;Schinkelstraße;;;;;;3;Südost;;;;;;65189
3325;Schläferskopf WP;;;;;;16;Dotzheim;;;;;;65199
1125;Schlagstraße;;;;;;11;Sonnenberg;;;;;;65193
1126;Schlangenbader Straße;;;;;;6;Rheingauviertel, Hollerborn;;;;;;65197
2293;Schlehdornstraße;;;;;;16;Dotzheim;;;;;;65199
3057;Schlehenweg;;;;;;32;Auringen;;;;;;65207
5162;Schleiergewannweg;;;;;;53;Mz-Kostheim;;;;;;55246
1127;Schleiermacherstraße;;;;;;11;Sonnenberg;;;;;;65191
3058;Schlesierstraße;ungerade;1;;105;;25;Nordenstadt;;;;;;65205
3058;Schlesierstraße;gerade;2;;98;;25;Nordenstadt;;;;;;65205
3058;Schlesierstraße;gerade;100;;100;;25;Nordenstadt;;;;;;65205
1128;Schleswigstraße;;;;;;12;Bierstadt;;;;;;65191
1129;Schlettstadter Straße;;;;;;14;Biebrich;;;;;;65203
1130;Schleusenstraße;;;;;;23;Kloppenheim;;;;;;65207
1131;Schlichterstraße;;;;;;1;Mitte;;;;;;65185
3564;Schloss Freudenberg;;;;;;16;Dotzheim;;;;;;65201
3060;Schlossgasse;;;;;;32;Auringen;;;;;;65207
1135;Schlossplatz;;;;;;1;Mitte;;;;;;65183
5163;Schmalweg;;;;;;52;Mz-Kastel;;;;;;55252
1137;Schneebergstraße;;;;;;27;Schierstein;;;;;;65201
1138;Schneewittchenweg;;;;;;16;Dotzheim;;;;;;65199
1139;Schnitterweg;;;;;;23;Kloppenheim;;;;;;65207
1140;Schönaustraße;gerade;2;;26;;27;Schierstein;;;;;;65201
1140;Schönaustraße;ungerade;9;;17;;27;Schierstein;;;;;;65201
1140;Schönaustraße;ungerade;19;;21;;27;Schierstein;;;;;;65201
1140;Schönaustraße;ungerade;21;A;21;B;27;Schierstein;;;;;;65201
1140;Schönaustraße;ungerade;23;;33;;27;Schierstein;;;;;;65201
1140;Schönaustraße;gerade;30;;84;;27;Schierstein;;;;;;65201
1140;Schönaustraße;ungerade;33;A;33;A;27;Schierstein;;;;;;65201
1140;Schönaustraße;ungerade;35;;45;;27;Schierstein;;;;;;65201
1140;Schönaustraße;ungerade;45;A;73;;27;Schierstein;;;;;;65201
1141;Schönbergstraße;ungerade;1;;33;;16;Dotzheim;;;;;;65199
1141;Schönbergstraße;gerade;2;;10;;16;Dotzheim;;;;;;65199
1141;Schönbergstraße;gerade;18;;102;;16;Dotzheim;;;;;;65199
1141;Schönbergstraße;ungerade;35;;75;;16;Dotzheim;;;;;;65199
1142;Schöne Aussicht;;;;;;2;Nordost;;;;;;65193
1143;Scholzweg;;;;;;14;Biebrich;;;;;;65203
1144;Schongauerstraße;;;;;;2;Nordost;;;;;;65195
1145;Schopenhauerstraße;;;;;;11;Sonnenberg;;;;;;65191
1146;Schoßbergstraße;;;;;;27;Schierstein;;;;;;65201
1147;Schreberweg;;;;;;12;Bierstadt;;;;;;65191
1148;Schubertstraße;;;;;;3;Südost;;;;;;65189
1151;Schützenhofstraße;;;;;;1;Mitte;;;;;;65183
1152;Schützenstraße;;;;;;2;Nordost;;;;;;65195
1153;Schulberg;;;;;;1;Mitte;;;;;;65183
1154;Schulgasse;;;;;;1;Mitte;;;;;;65183
5165;Schulstraße;;;;;;53;Mz-Kostheim;;;;;;55246
1156;Schultheißstraße;;;;;;12;Bierstadt;;;;;;65191
5441;Schultheißweg;;;;;;52;Mz-Kastel;;;;;;55252
1157;Schumannstraße;;;;;;2;Nordost;;;;;;65193
1158;Schuppstraße;ungerade;1;;39;;11;Sonnenberg;;;;;;65191
1158;Schuppstraße;gerade;2;;8;;11;Sonnenberg;;;;;;65191
1158;Schuppstraße;gerade;30;;74;;11;Sonnenberg;;;;;;65191
1158;Schuppstraße;ungerade;41;;87;;11;Sonnenberg;;;;;;65191
1159;Schwalbacher Straße;ungerade;3;;31;;1;Mitte;;;;;;65185
1159;Schwalbacher Straße;gerade;6;;8;;1;Mitte;;;;;;65185
1159;Schwalbacher Straße;gerade;26;;28;;8;Westend, Bleichstraße;;;;;;65185
1159;Schwalbacher Straße;ungerade;33;;61;;1;Mitte;;;;;;65183
1159;Schwalbacher Straße;gerade;34;;52;;8;Westend, Bleichstraße;;;;;;65183
1159;Schwalbacher Straße;gerade;60;;78;;1;Mitte;;;;;;65183
1159;Schwalbacher Straße;ungerade;67;;99;;1;Mitte;;;;;;65183
3062;Schwalbenweg;;;;;;25;Nordenstadt;;;;;;65205
5166;Schwanengasse;;;;;;52;Mz-Kastel;;;;;;55252
3245;Schwarzburger Hof WP;;;;;;34;Breckenheim;;;;;;65207
1160;Schwarzenbergstraße;;;;;;3;Südost;;;;;;65189
5167;Schwarzenbergstraße /Ka;gerade;2;;14;;52;Mz-Kastel;;;;;;55252
5167;Schwarzenbergstraße /Ka;ungerade;21;;27;;52;Mz-Kastel;;;;;;55252
5167;Schwarzenbergstraße /Ka;gerade;24;;24;;52;Mz-Kastel;;;;;;55252
1161;Schwarzgasse;;;;;;12;Bierstadt;;;;;;65191
2312;Schwarzwaldstraße;;;;;;27;Schierstein;;;;;;65201
1162;Sedanplatz;ungerade;1;;7;;8;Westend, Bleichstraße;;;;;;65183
1162;Sedanplatz;gerade;2;;6;;8;Westend, Bleichstraße;;;;;;65195
1162;Sedanplatz;ungerade;9;;9;;8;Westend, Bleichstraße;;;;;;65183
1163;Sedanstraße;;;;;;8;Westend, Bleichstraße;;;;;;65183
1164;Seelgasse;;;;;;23;Kloppenheim;;;;;;65207
1165;Seerobenstraße;;;;;;8;Westend, Bleichstraße;;;;;;65195
3535;Seerosenweg;;;;;;16;Dotzheim;;;;;;65201
1166;Seilerpfad;;;;;;13;Erbenheim;;;;;;65205
3444;Seligmann-Baer-Platz;;;;;;14;Biebrich;;;;;;65203
1167;Semmelweisstraße;;;;;;14;Biebrich;;;;;;65203
3215;Senefelderstraße;;;;;;25;Nordenstadt;;;;;;65205
1169;Seybertstraße;;;;;;12;Bierstadt;;;;;;65191
1170;Sickingenstraße;;;;;;14;Biebrich;;;;;;65187
5168;Siebenmorgenweg;;;;;;53;Mz-Kostheim;;;;;;55246
1171;Siegfriedring;ungerade;1;;33;;3;Südost;;;;;;65189
1171;Siegfriedring;gerade;2;;2;;3;Südost;;;;;;65189
1171;Siegfriedring;gerade;4;;60;;3;Südost;;;;;;65189
1172;Sieglindeweg;;;;;;3;Südost;;;;;;65189
1173;Siegmundweg;;;;;;3;Südost;;;;;;65189
3063;Siemensstraße;;;;;;25;Nordenstadt;;;;;;65205
1174;Sigismundstraße;;;;;;13;Erbenheim;;;;;;65205
1175;Silcherstraße;;;;;;12;Bierstadt;;;;;;65191
3695;Simeonweg;;;;;;16;Dotzheim;;;;;;65199
3500;Simone-Veil-Straße;;;;;;6;Rheingauviertel, Hollerborn;;;;;;65197
1176;Simrockstraße;;;;;;14;Biebrich;;;;;;65187
1180;Söhnleinstraße;ungerade;1;;43;;27;Schierstein;;;;;;65201
1180;Söhnleinstraße;gerade;2;;14;;27;Schierstein;;;;;;65201
1180;Söhnleinstraße;gerade;42;;158;;27;Schierstein;;;;;;65201
1180;Söhnleinstraße;ungerade;91;;159;;27;Schierstein;;;;;;65201
1181;Solmsstraße;;;;;;3;Südost;;;;;;65189
1182;Sommerstraße;;;;;;16;Dotzheim;;;;;;65197
1183;Sonnenberger Straße;ungerade;1;;1;;2;Nordost;;;;;;65193
1183;Sonnenberger Straße;gerade;2;;100;;2;Nordost;;;;;;65193
1183;Sonnenberger Straße;ungerade;3;;39;;2;Nordost;;;;;;65193
1183;Sonnenberger Straße;ungerade;41;;83;;2;Nordost;;;;;;65191
3528;Sonnenblumenweg;;;;;;16;Dotzheim;;;;;;65201
3064;Sonnenhöhe;;;;;;31;Naurod;;;;;;65207
1185;Sonnenstraße;;;;;;12;Bierstadt;;;;;;65191
2527;Soodersteige;;;;;;11;Sonnenberg;;;;;;65193
1186;Sooderstraße;;;;;;11;Sonnenberg;;;;;;65193
3065;Soonwaldstraße;;;;;;26;Delkenheim;;;;;;65205
1187;Sophienstraße;;;;;;3;Südost;;;;;;65189
1188;Spandauer Straße;;;;;;13;Erbenheim;;;;;;65205
3676;Speierlingstraße;;;;;;12;Bierstadt;;;;;;65191
1190;Spelzmühlweg;;;;;;14;Biebrich;;;;;;65187
1191;Sperberweg;;;;;;16;Dotzheim;;;;;;65199
3068;Spessartstraße;;;;;;25;Nordenstadt;;;;;;65205
1192;Spiegelgasse;;;;;;1;Mitte;;;;;;65183
3442;Spiekerooger Straße;;;;;;16;Dotzheim;;;;;;65199
3681;Spitzrabauweg;;;;;;12;Bierstadt;;;;;;65191
1193;Spitzwegstraße;;;;;;2;Nordost;;;;;;65195
1194;Spohrstraße;;;;;;2;Nordost;;;;;;65193
2520;Sporkhorststraße;;;;;;16;Dotzheim;;;;;;65199
3434;Sportplatzweg;;;;;;27;Schierstein;;;;;;65201
5462;St.-Veiter-Platz;;;;;;53;Mz-Kostheim;;;;;;55246
2333;Stanleystraße;;;;;;3;Südost;;;;;;65189
1195;Starenweg;;;;;;11;Sonnenberg;;;;;;65191
1196;Steckelburgstraße;;;;;;14;Biebrich;;;;;;65199
1197;Steckengartenstraße;;;;;;11;Sonnenberg;;;;;;65193
2334;Steckersloch;;;;;;2;Nordost;;;;;;65195
1199;Stegerwaldstraße;ungerade;1;;37;;16;Dotzheim;;;;;;65199
1199;Stegerwaldstraße;gerade;2;;30;;16;Dotzheim;;;;;;65199
1199;Stegerwaldstraße;ungerade;45;;57;;16;Dotzheim;;;;;;65199
3071;Steigerwaldstraße;;;;;;26;Delkenheim;;;;;;65205
5169;Steigweg;;;;;;53;Mz-Kostheim;;;;;;55246
1200;Steilgasse;;;;;;21;Rambach;;;;;;65207
1202;Steinberger Straße;ungerade;1;;37;;14;Biebrich;;;;;;65187
1202;Steinberger Straße;gerade;10;;16;;14;Biebrich;;;;;;65187
5377;Steinern Straße;gerade;2;;2;;52;Mz-Kastel;;;;;;55252
5377;Steinern Straße;gerade;10;;54;A;53;Mz-Kostheim;;;;;;55246
5377;Steinern Straße;ungerade;19;;63;;52;Mz-Kastel;;;;;;55252
5377;Steinern Straße;ungerade;65;A;65;D;52;Mz-Kastel;;;;;;55252
5377;Steinern Straße;ungerade;99;;101;;53;Mz-Kostheim;;;;;;55246
5172;Steinern-Kreuz-Weg;;;;;;53;Mz-Kostheim;;;;;;55246
1203;Steingasse;;;;;;1;Mitte;;;;;;65183
1204;Steinkippel;;;;;;16;Dotzheim;;;;;;65199
1206;Steinkopfstraße;ungerade;1;;27;;22;Heßloch;;;;;;65207
1206;Steinkopfstraße;gerade;2;;26;;22;Heßloch;;;;;;65207
1206;Steinkopfstraße;ungerade;35;;35;;22;Heßloch;;;;;;65207
1206;Steinkopfstraße;gerade;36;;36;;22;Heßloch;;;;;;65207
1207;Steinmetzstraße;;;;;;6;Rheingauviertel, Hollerborn;;;;;;65197
1208;Steinritzstraße;;;;;;27;Schierstein;;;;;;65201
1209;Steinstraße;;;;;;14;Biebrich;;;;;;65197
2341;Stephan-Born-Straße;;;;;;16;Dotzheim;;;;;;65199
3077;Sternenhof WP;;;;;;26;Delkenheim;;;;;;65205
1210;Sterntalerweg;;;;;;16;Dotzheim;;;;;;65199
1211;Sternweg;;;;;;23;Kloppenheim;;;;;;65207
1212;Stettiner Straße;;;;;;14;Biebrich;;;;;;65203
3163;Steubenhof WP;;;;;;31;Naurod;;;;;;65207
1213;Steubenstraße;;;;;;2;Nordost;;;;;;65189
3078;Stiebniger Straße;;;;;;26;Delkenheim;;;;;;65205
1216;Stiegelstraße;;;;;;23;Kloppenheim;;;;;;65207
1217;Stielstraße;;;;;;27;Schierstein;;;;;;65201
1218;Stiftstraße;gerade;2;;18;;1;Mitte;;;;;;65183
1218;Stiftstraße;ungerade;3;;39;;1;Mitte;;;;;;65183
1218;Stiftstraße;gerade;22;;28;;2;Nordost;;;;;;65183
1219;Stockbornweg;;;;;;14;Biebrich;;;;;;65203
3082;Stolberger Straße;ungerade;1;;79;;25;Nordenstadt;;;;;;65205
3082;Stolberger Straße;gerade;2;;30;;25;Nordenstadt;;;;;;65205
3082;Stolberger Straße;gerade;32;;74;;25;Nordenstadt;;;;;;65205
3319;Stollenweg WP;;;;;;7;Klarenthal;;;;;;65195
1221;Stolze-Schrey-Straße;;;;;;2;Nordost;;;;;;65195
3604;Storchenallee;ungerade;1;;49;;27;Schierstein;;;;;;65201
3604;Storchenallee;gerade;2;;20;A;27;Schierstein;;;;;;65201
3084;Stormstraße;;;;;;31;Naurod;;;;;;65207
1222;Straße der Republik;;;;;;14;Biebrich;;;;;;65203
1224;Straßenmühlweg;ungerade;1;;15;;16;Dotzheim;;;;;;65199
1224;Straßenmühlweg;gerade;2;;30;;16;Dotzheim;;;;;;65199
1224;Straßenmühlweg;ungerade;15;A;25;;14;Biebrich;;;;;;65199
3234;Straubinger Straße;;;;;;26;Delkenheim;;;;;;65205
1225;Strohschnitterweg;;;;;;14;Biebrich;;;;;;65203
3091;Stuttgarter Straße;;;;;;26;Delkenheim;;;;;;65205
1227;Sudetenstraße;;;;;;24;Igstadt;;;;;;65207
1228;Sundgaustraße;;;;;;27;Schierstein;;;;;;65201
1229;Susannastraße;ungerade;1;;15;;24;Igstadt;;;;;;65207
1229;Susannastraße;gerade;2;;2;;24;Igstadt;;;;;;65207
1229;Susannastraße;gerade;2;A;2;B;24;Igstadt;;;;;;65207
1229;Susannastraße;gerade;4;;26;;24;Igstadt;;;;;;65207
1230;Talheim;;;;;;16;Dotzheim;;;;;;65199
1231;Talstraße;;;;;;11;Sonnenberg;;;;;;65191
3092;Talweg;;;;;;34;Breckenheim;;;;;;65207
3093;Tannenhof WP;;;;;;31;Naurod;;;;;;65207
3094;Tannenring;;;;;;32;Auringen;;;;;;65207
1232;Tannenstraße;;;;;;14;Biebrich;;;;;;65187
3095;Tannenweg;;;;;;25;Nordenstadt;;;;;;65205
1233;Tannhäuserstraße;;;;;;14;Biebrich;;;;;;65203
1234;Taubenstraße;;;;;;14;Biebrich;;;;;;65197
3096;Taubenweg;;;;;;31;Naurod;;;;;;65207
1235;Tauernstraße;;;;;;16;Dotzheim;;;;;;65199
3097;Taunushof WP;;;;;;34;Breckenheim;;;;;;65207
3098;Taunusring;;;;;;26;Delkenheim;;;;;;65205
1236;Taunusstraße;ungerade;1;;1;;2;Nordost;;;;;;65193
1236;Taunusstraße;ungerade;1;A;11;;2;Nordost;;;;;;65183
1236;Taunusstraße;gerade;2;;6;;1;Mitte;;;;;;65183
1236;Taunusstraße;ungerade;13;;87;;2;Nordost;;;;;;65183
1236;Taunusstraße;gerade;14;;78;;1;Mitte;;;;;;65183
5173;Taunusstraße /Ko;;;;;;53;Mz-Kostheim;;;;;;55246
1237;Tempelhofer Straße;;;;;;13;Erbenheim;;;;;;65205
1238;Tennelbachstraße;;;;;;11;Sonnenberg;;;;;;65193
1240;Teplitzstraße;;;;;;14;Biebrich;;;;;;65203
5206;Teufelssprung;;;;;;53;Mz-Kostheim;;;;;;55246
3102;Teutoburger-Wald-Straße;;;;;;26;Delkenheim;;;;;;65205
1241;Teutonenstraße;ungerade;1;;45;;3;Südost;;;;;;65187
1241;Teutonenstraße;gerade;2;;52;;14;Biebrich;;;;;;65187
1243;Texasstraße;;;;;;3;Südost;;;;;;65189
1244;Thaerstraße;;;;;;2;Nordost;;;;;;65193
1242;Theodor-Haubach-Straße;;;;;;7;Klarenthal;;;;;;65197
117;Theodor-Heuss-Ring;ungerade;1;;27;;14;Biebrich;;;;;;65187
117;Theodor-Heuss-Ring;gerade;6;;18;;3;Südost;;;;;;65187
117;Theodor-Heuss-Ring;gerade;50;;52;;3;Südost;;;;;;65189
117;Theodor-Heuss-Ring;ungerade;51;;55;;14;Biebrich;;;;;;65187
1246;Theodorenstraße;;;;;;3;Südost;;;;;;65189
5397;Theuerbornshohl;;;;;;51;Mz-Amöneburg;;;;;;55252
1247;Thieles-Privat-Straße;;;;;;27;Schierstein;;;;;;65201
1248;Thomaestraße;;;;;;2;Nordost;;;;;;65193
3289;Thomaeweg;;;;;;23;Kloppenheim;;;;;;65207
1250;Thorwaldsenanlage;;;;;;2;Nordost;;;;;;65195
1251;Thünenstraße;;;;;;2;Nordost;;;;;;65193
1252;Thürpfad;;;;;;16;Dotzheim;;;;;;65199
1253;Tiefenthaler Straße;;;;;;3;Südost;;;;;;65187
3298;Tillpetersrech;;;;;;13;Erbenheim;;;;;;65205
5176;Tilsiter Straße;;;;;;53;Mz-Kostheim;;;;;;55246
1254;Töpferstraße;;;;;;12;Bierstadt;;;;;;65191
1255;Tränkweg;ungerade;3;;7;;2;Nordost;;;;;;65193
1255;Tränkweg;gerade;4;;4;;2;Nordost;;;;;;65193
3105;Traubenstraße;;;;;;34;Breckenheim;;;;;;65207
3231;Traunsteiner Straße;;;;;;26;Delkenheim;;;;;;65205
1256;Treptower Straße;;;;;;13;Erbenheim;;;;;;65205
1257;Triftstraße;;;;;;16;Dotzheim;;;;;;65199
1258;Trommlerweg;;;;;;2;Nordost;;;;;;65195
1259;Trompeterstraße;;;;;;21;Rambach;;;;;;65207
3107;Tulpenstraße;;;;;;31;Naurod;;;;;;65207
1260;Tulpenweg;;;;;;16;Dotzheim;;;;;;65201
3108;Turmstraße;ungerade;1;;35;;25;Nordenstadt;;;;;;65205
3108;Turmstraße;gerade;2;;20;;25;Nordenstadt;;;;;;65205
3302;U. Matthias-Claudius-Str;;;;;;1;Mitte;;;;;;65185
3335;Über dem Eichenwäldchen;;;;;;31;Naurod;;;;;;65207
3110;Überm Wald;;;;;;32;Auringen;;;;;;65207
1262;Uferstraße;ungerade;1;;1;;14;Biebrich;;;;;;65203
1262;Uferstraße;gerade;2;;4;;14;Biebrich;;;;;;65203
1263;Uhlandstraße;;;;;;3;Südost;;;;;;65189
5177;Ulmenstraße;;;;;;53;Mz-Kostheim;;;;;;55246
1264;Unter den Eichen;;;;;;2;Nordost;;;;;;65195
5412;Unter den Gärten;;;;;;53;Mz-Kostheim;;;;;;55246
2379;Unterberg Distrikt;;;;;;28;Frauenstein;;;;;;65201
1267;Unterbornstraße;;;;;;24;Igstadt;;;;;;65207
3301;Untere Albrechtstraße;;;;;;1;Mitte;;;;;;65185
5357;Unterer Zwerchweg;gerade;70;;80;;51;Mz-Amöneburg;;;;;;55252
5357;Unterer Zwerchweg;gerade;108;;120;;51;Mz-Amöneburg;;;;;;65205
5357;Unterer Zwerchweg;ungerade;111;;111;;51;Mz-Amöneburg;;;;;;65205
1270;Untergasse;;;;;;28;Frauenstein;;;;;;65201
2406;Unterm Hafen;;;;;;27;Schierstein;;;;;;65201
1271;Untermühle WP;;;;;;24;Igstadt;;;;;;65207
1273;Unterriethstraße;;;;;;14;Biebrich;;;;;;65187
1274;Uranusweg;;;;;;12;Bierstadt;;;;;;65191
1275;Utestraße;;;;;;3;Südost;;;;;;65205
5183;Uthmannstraße;;;;;;53;Mz-Kostheim;;;;;;55246
1276;Van-Dyck-Straße;;;;;;2;Nordost;;;;;;65195
1277;Varusstraße;;;;;;14;Biebrich;;;;;;65187
1278;Veilchenweg;;;;;;16;Dotzheim;;;;;;65201
1279;Venatorstraße;;;;;;12;Bierstadt;;;;;;65191
1281;Verbindungsgässchen;;;;;;14;Biebrich;;;;;;65203
1282;Verbindungsstraße;;;;;;16;Dotzheim;;;;;;65199
1283;Verdistraße;;;;;;2;Nordost;;;;;;65193
1284;Vereinstraße;;;;;;14;Biebrich;;;;;;65187
3533;Vergißmeinnichtweg;;;;;;16;Dotzheim;;;;;;65201
1286;Viktoriastraße;;;;;;3;Südost;;;;;;65189
5184;Viktoriastraße /Ko;;;;;;53;Mz-Kostheim;;;;;;55246
1289;Villacher Straße;;;;;;14;Biebrich;;;;;;65187
1290;Virchowstraße;;;;;;3;Südost;;;;;;65191
1291;Virginiastraße;;;;;;3;Südost;;;;;;65189
1292;Vogelsangstraße;ungerade;1;;43;;22;Heßloch;;;;;;65207
1292;Vogelsangstraße;gerade;2;;34;;22;Heßloch;;;;;;65207
1292;Vogelsangstraße;gerade;36;;50;;22;Heßloch;;;;;;65207
3123;Vogelsbergstraße;;;;;;26;Delkenheim;;;;;;65205
1293;Vogesenstraße;;;;;;27;Schierstein;;;;;;65201
1294;Volkerstraße;;;;;;14;Biebrich;;;;;;65187
1295;Von-Bergmann-Straße;;;;;;12;Bierstadt;;;;;;65191
1296;Von-Frerichs-Straße;;;;;;12;Bierstadt;;;;;;65191
1297;Von-Krehl-Straße;;;;;;12;Bierstadt;;;;;;65191
1298;Von-Leyden-Straße;;;;;;12;Bierstadt;;;;;;65191
2417;Vor dem Sand;;;;;;16;Dotzheim;;;;;;65199
3227;Vor dem Wald;;;;;;21;Rambach;;;;;;65207
3328;Vor den Fichten;;;;;;11;Sonnenberg;;;;;;65193
5185;Vordere Kirschgartenstr;;;;;;53;Mz-Kostheim;;;;;;55246
5186;Vordere Steinchenstraße;;;;;;53;Mz-Kostheim;;;;;;55246
1302;Vorderstraße;;;;;;23;Kloppenheim;;;;;;65207
2441;Vorm Graben;;;;;;24;Igstadt;;;;;;65207
3128;Wacholderstraße;;;;;;25;Nordenstadt;;;;;;65205
1303;Wachsackerstraße;;;;;;16;Dotzheim;;;;;;65199
1304;Wachtelweg;;;;;;16;Dotzheim;;;;;;65199
1306;Wagemannstraße;;;;;;1;Mitte;;;;;;65183
3130;Waldblickstraße;;;;;;33;Medenbach;;;;;;65207
5187;Waldhofstraße;ungerade;1;;1;;52;Mz-Kastel;;;;;;55252
5187;Waldhofstraße;gerade;4;;172;;53;Mz-Kostheim;;;;;;55246
5187;Waldhofstraße;ungerade;5;;13;;53;Mz-Kostheim;;;;;;55246
1312;Waldstraße;gerade;2;;130;;14;Biebrich;;;;;;65187
1312;Waldstraße;ungerade;11;;115;;14;Biebrich;;;;;;65187
1312;Waldstraße;gerade;132;;188;;14;Biebrich;;;;;;65197
2453;Walkmühle;;;;;;2;Nordost;;;;;;65195
1314;Walkmühlstraße;;;;;;2;Nordost;;;;;;65195
1315;Walkmühltalanlagen;;;;;;2;Nordost;;;;;;65195
3693;Wallauer Hohl;ungerade;1;;1;;34;Breckenheim;;;;;;65207
3693;Wallauer Hohl;ungerade;3;;3;;34;Breckenheim;;;;;;65207
2454;Wallauer Straße;;;;;;12;Bierstadt;;;;;;65191
3133;Wallauer Weg;;;;;;25;Nordenstadt;;;;;;65205
3134;Wallgrabenstraße;;;;;;26;Delkenheim;;;;;;65205
3430;Wallufer Platz;;;;;;6;Rheingauviertel, Hollerborn;;;;;;65197
1317;Wallufer Straße;;;;;;6;Rheingauviertel, Hollerborn;;;;;;65197
5189;Wallufer Straße /Ko;;;;;;53;Mz-Kostheim;;;;;;55246
1318;Walramstraße;;;;;;8;Westend, Bleichstraße;;;;;;65183
2457;Walter-Gieseking-Straße;;;;;;2;Nordost;;;;;;65193
3498;Walter-Hallstein-Straße;;;;;;6;Rheingauviertel, Hollerborn;;;;;;65197
1319;Wandersmannstraße;ungerade;1;A;81;B;13;Erbenheim;;;;;;65205
1319;Wandersmannstraße;gerade;2;A;76;A;13;Erbenheim;;;;;;65205
1319;Wandersmannstraße;ungerade;83;;83;;13;Erbenheim;;;;;;65205
1320;Wartestraße;;;;;;12;Bierstadt;;;;;;65191
1322;Washingtonstraße;ungerade;1;;45;;3;Südost;;;;;;65189
1322;Washingtonstraße;gerade;14;;46;;3;Südost;;;;;;65189
1322;Washingtonstraße;ungerade;75;;75;;3;Südost;;;;;;65189
3135;Wasserburgstraße;;;;;;26;Delkenheim;;;;;;65205
1323;Wasserrolle;;;;;;27;Schierstein;;;;;;65201
1325;Waterloostraße;;;;;;8;Westend, Bleichstraße;;;;;;65195
1326;Watzmannstraße;;;;;;16;Dotzheim;;;;;;65199
1327;Webergasse;;;;;;1;Mitte;;;;;;65183
1328;Weglache;;;;;;13;Erbenheim;;;;;;65205
1329;Weher Köppel;;;;;;16;Dotzheim;;;;;;65199
2464;Weichselstraße;;;;;;11;Sonnenberg;;;;;;65191
1330;Weidenbornstraße;;;;;;3;Südost;;;;;;65189
3138;Weidenstraße;;;;;;34;Breckenheim;;;;;;65207
